r,fk,v2,phi,slack_float,slack_upper
2157,809,3,-4.691692188343,-1.0000001786636403E-06,-9.99999413942021E-07
2365,887,3,-4.243736264892,-1.0000001786636403E-06,-9.99999413942021E-07
2445,917,3,-5.751064873318,-1.0000001786636403E-06,-9.99999413942021E-07
2525,947,3,-5.751064873318,-1.0000001786636403E-06,-9.99999413942021E-07
2573,965,3,-6.728707139257,-1.0000001786636403E-06,-9.99999413942021E-07
2589,971,3,-5.751064873318,-1.0000001786636403E-06,-9.99999413942021E-07
2637,989,3,-4.773422607379,-1.0000001786636403E-06,-9.99999413942021E-07
2653,995,3,-6.728707139257,-1.0000001786636403E-06,-9.99999413942021E-07
2733,1025,3,-5.751064873318,-1.0000001786636403E-06,-9.99999413942021E-07
2749,1031,3,-5.751064873318,-1.0000001786636403E-06,-9.99999413942021E-07
2861,1073,3,-6.728707139257,-1.0000001786636403E-06,-9.99999413942021E-07
2877,1079,3,-4.773422607379,-1.0000001786636403E-06,-9.99999413942021E-07
3037,1139,3,-4.325466683928,-1.0000001786636403E-06,-9.99999413942021E-07
3117,1169,3,-4.325466683928,-1.0000001786636403E-06,-9.99999413942021E-07
3149,1181,3,-4.325466683928,-1.0000001786636403E-06,-9.99999413942021E-07
3277,1229,3,-5.832795292354,-1.0000001786636403E-06,-9.99999413942021E-07
3309,1241,3,-5.832795292354,-1.0000001786636403E-06,-9.99999413942021E-07
3373,1265,3,-5.832795292354,-1.0000001786636403E-06,-9.99999413942021E-07
3405,1277,3,-4.325466683928,-1.0000001786636403E-06,-9.99999413942021E-07
3421,1283,3,-4.855153026416,-1.0000001786636403E-06,-9.99999413942021E-07
3453,1295,3,-5.832795292354,-1.0000001786636403E-06,-9.99999413942021E-07
3469,1301,3,-6.810437558293,-1.0000001786636403E-06,-9.99999413942021E-07
3501,1313,3,-6.810437558293,-1.0000001786636403E-06,-9.99999413942021E-07
3533,1325,3,-6.810437558293,-1.0000001786636403E-06,-9.99999413942021E-07
3549,1331,3,-4.855153026416,-1.0000001786636403E-06,-9.99999413942021E-07
3629,1361,3,-4.855153026416,-1.0000001786636403E-06,-9.99999413942021E-07
3645,1367,3,-5.832795292354,-1.0000001786636403E-06,-9.99999413942021E-07
3805,1427,3,-6.810437558293,-1.0000001786636403E-06,-9.99999413942021E-07
3821,1433,3,-6.810437558293,-1.0000001786636403E-06,-9.99999413942021E-07
4013,1505,3,-5.832795292354,-1.0000001786636403E-06,-9.99999413942021E-07
4045,1517,3,-4.407197102964,-1.0000001786636403E-06,-9.99999413942021E-07
4077,1529,3,-4.407197102964,-1.0000001786636403E-06,-9.99999413942021E-07
4093,1535,3,4.231245214908,-1.0000001786636403E-06,-9.99999413942021E-07
4157,1559,3,-4.407197102964,-1.0000001786636403E-06,-9.99999413942021E-07
4237,1589,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
4269,1601,3,-4.407197102964,-1.0000001786636403E-06,-9.99999413942021E-07
4397,1649,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
4445,1667,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
4541,1703,3,-4.407197102964,-1.0000001786636403E-06,-9.99999413942021E-07
4557,1709,3,-4.936883445452,-1.0000001786636403E-06,-9.99999413942021E-07
4573,1715,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
4589,1721,3,-4.936883445452,-1.0000001786636403E-06,-9.99999413942021E-07
4621,1733,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
4637,1739,3,-4.936883445452,-1.0000001786636403E-06,-9.99999413942021E-07
4669,1751,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
4685,1757,3,-4.936883445452,-1.0000001786636403E-06,-9.99999413942021E-07
4717,1769,3,-4.936883445452,-1.0000001786636403E-06,-9.99999413942021E-07
4813,1805,3,-4.936883445452,-1.0000001786636403E-06,-9.99999413942021E-07
5069,1901,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
5085,1907,3,-6.892167977329,-1.0000001786636403E-06,-9.99999413942021E-07
5773,2165,3,-5.996256130427,-1.0000001786636403E-06,-9.99999413942021E-07
5981,2243,3,-5.996256130427,-1.0000001786636403E-06,-9.99999413942021E-07
5997,2249,3,-5.996256130427,-1.0000001786636403E-06,-9.99999413942021E-07
6125,2297,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6237,2339,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6269,2351,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6301,2363,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6381,2393,3,-4.040971598549,-1.0000001786636403E-06,-9.99999413942021E-07
6413,2405,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6477,2429,3,-5.996256130427,-1.0000001786636403E-06,-9.99999413942021E-07
6509,2441,3,-4.040971598549,-1.0000001786636403E-06,-9.99999413942021E-07
6573,2465,3,-4.040971598549,-1.0000001786636403E-06,-9.99999413942021E-07
6797,2549,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6813,2555,3,-5.018613864488,-1.0000001786636403E-06,-9.99999413942021E-07
6973,2615,3,5.12715706181,-1.0000001786636403E-06,-9.99999413942021E-07
7133,2675,3,-5.996256130427,-1.0000001786636403E-06,-9.99999413942021E-07
7149,2681,3,-5.996256130427,-1.0000001786636403E-06,-9.99999413942021E-07
7165,2687,3,5.045426642774,-1.0000001786636403E-06,-9.99999413942021E-07
7181,2693,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7197,2699,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7245,2717,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7325,2747,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7389,2771,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7453,2795,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7469,2801,3,-7.055628815402,-1.0000001786636403E-06,-9.99999413942021E-07
7565,2837,3,-7.055628815402,-1.0000001786636403E-06,-9.99999413942021E-07
7581,2843,3,6.51345142293,-1.0000001786636403E-06,-9.99999413942021E-07
7597,2849,3,-4.570657941037,-1.0000001786636403E-06,-9.99999413942021E-07
7677,2879,3,4.881965804702,-1.0000001786636403E-06,-9.99999413942021E-07
7693,2885,3,-6.077986549463,-1.0000001786636403E-06,-9.99999413942021E-07
7709,2891,3,-6.077986549463,-1.0000001786636403E-06,-9.99999413942021E-07
7757,2909,3,-6.077986549463,-1.0000001786636403E-06,-9.99999413942021E-07
7773,2915,3,-7.055628815402,-1.0000001786636403E-06,-9.99999413942021E-07
7805,2927,3,-4.528231350271,-1.0000001786636403E-06,-9.99999413942021E-07
7901,2963,3,-7.055628815402,-1.0000001786636403E-06,-9.99999413942021E-07
7965,2987,3,-6.077986549463,-1.0000001786636403E-06,-9.99999413942021E-07
7981,2993,3,-6.077986549463,-1.0000001786636403E-06,-9.99999413942021E-07
7997,2999,3,-6.077986549463,-1.0000001786636403E-06,-9.99999413942021E-07
8125,3047,3,-4.243736264892,-1.0000001786636403E-06,-9.99999413942021E-07
8157,3059,3,-5.100344283524,-1.0000001786636403E-06,-9.99999413942021E-07
1981,743,3,-0.699392705552,-1.0000001781085288E-06,-9.99999413608954E-07
3133,1175,3,0.644475064802,-1.0000001782195511E-06,-9.99999413608954E-07
829,311,3,-0.454201448443,-1.0000001780530177E-06,-9.99999413553443E-07
3597,1349,3,0.114788722314,-1.0000001781362844E-06,-9.999994135256873E-07
3613,1355,3,0.114788722314,-1.0000001781362844E-06,-9.999994135256873E-07
3709,1391,3,0.114788722314,-1.0000001781362844E-06,-9.999994135256873E-07
973,365,3,-0.006245524992,-1.0000001781206719E-06,-9.999994135100748E-07
4701,1763,3,0.033058303278,-1.0000001781154677E-06,-9.999994135048706E-07
4781,1793,3,0.033058303278,-1.0000001781154677E-06,-9.999994135048706E-07
13,5,3,-2.242902379752,-1.000000177775462E-06,-9.999994134979318E-07
29,11,3,-2.488093636861,-1.000000177775462E-06,-9.999994134979318E-07
45,17,3,-3.099510398385,-1.0000001782195511E-06,-9.999994134979318E-07
61,23,3,-3.181240817421,-1.0000001782195511E-06,-9.999994134979318E-07
77,29,3,-3.262971236457,-1.0000001782195511E-06,-9.999994134979318E-07
157,59,3,-2.978476151078,-1.000000177775462E-06,-9.999994134979318E-07
173,65,3,-3.508162493566,-1.0000001782195511E-06,-9.999994134979318E-07
189,71,3,2.439421521103,-1.0000001782195511E-06,-9.999994134979318E-07
221,83,3,2.887377444554,-1.000000177775462E-06,-9.999994134979318E-07
237,89,3,-3.589892912602,-1.0000001782195511E-06,-9.999994134979318E-07
285,107,3,1.828004759579,-1.0000001779975065E-06,-9.999994134979318E-07
317,119,3,-3.671623331638,-1.0000001782195511E-06,-9.999994134979318E-07
333,125,3,2.27596068303,-1.0000001782195511E-06,-9.999994134979318E-07
429,161,3,1.216587998055,-1.0000001779975065E-06,-9.999994134979318E-07
493,185,3,-3.305397827223,-1.000000177775462E-06,-9.999994134979318E-07
509,191,3,-3.305397827223,-1.000000177775462E-06,-9.999994134979318E-07
541,203,3,-3.835084169711,-1.0000001782195511E-06,-9.999994134979318E-07
557,209,3,-3.835084169711,-1.0000001782195511E-06,-9.999994134979318E-07
573,215,3,1.134857579019,-1.0000001779975065E-06,-9.999994134979318E-07
589,221,3,2.112499844958,-1.0000001782195511E-06,-9.999994134979318E-07
637,239,3,-2.857441903772,-1.0000001782195511E-06,-9.999994134979318E-07
669,251,3,-1.879799637833,-1.0000001779975065E-06,-9.999994134979318E-07
685,257,3,2.560455768409,-1.000000177775462E-06,-9.999994134979318E-07
749,281,3,-3.916814588747,-1.0000001782195511E-06,-9.999994134979318E-07
765,287,3,-3.916814588747,-1.0000001782195511E-06,-9.999994134979318E-07
781,293,3,2.030769425922,-1.0000001782195511E-06,-9.999994134979318E-07
797,299,3,2.030769425922,-1.0000001782195511E-06,-9.999994134979318E-07
877,329,3,-3.468858665296,-1.000000177775462E-06,-9.999994134979318E-07
925,347,3,2.478725349373,-1.000000177775462E-06,-9.999994134979318E-07
941,353,3,2.478725349373,-1.000000177775462E-06,-9.999994134979318E-07
957,359,3,-3.468858665296,-1.000000177775462E-06,-9.999994134979318E-07
989,371,3,-3.998545007783,-1.0000001782195511E-06,-9.999994134979318E-07
1005,377,3,-2.491216399357,-1.000000177775462E-06,-9.999994134979318E-07
1021,383,3,-3.998545007783,-1.0000001782195511E-06,-9.999994134979318E-07
1037,389,3,1.949039006885,-1.0000001779975065E-06,-9.999994134979318E-07
1053,395,3,-1.513574133418,-1.0000001779975065E-06,-9.999994134979318E-07
1181,443,3,-3.550589084332,-1.000000177775462E-06,-9.999994134979318E-07
1245,467,3,-1.065618209967,-1.0000001779975065E-06,-9.999994134979318E-07
1277,479,3,-3.550589084332,-1.000000177775462E-06,-9.999994134979318E-07
1309,491,3,3.374637196275,-1.000000177775462E-06,-9.999994134979318E-07
1341,503,3,-2.572946818393,-1.000000177775462E-06,-9.999994134979318E-07
1517,569,3,-3.632319503368,-1.000000177775462E-06,-9.999994134979318E-07
1581,593,3,-2.124990894942,-1.0000001782195511E-06,-9.999994134979318E-07
1789,671,3,1.095553750749,-1.0000001779975065E-06,-9.999994134979318E-07
1869,701,3,-1.677034971491,-1.0000001779975065E-06,-9.999994134979318E-07
1949,731,3,2.763220434752,-1.0000001782195511E-06,-9.999994134979318E-07
1965,737,3,2.763220434752,-1.0000001782195511E-06,-9.999994134979318E-07
2013,755,3,-3.184363579917,-1.0000001782195511E-06,-9.999994134979318E-07
2045,767,3,-1.919103466103,-1.000000177775462E-06,-9.999994134979318E-07
2077,779,3,-3.714049922404,-1.000000177775462E-06,-9.999994134979318E-07
2109,791,3,-2.206721313978,-1.0000001782195511E-06,-9.999994134979318E-07
2173,815,3,2.233534092264,-1.000000177775462E-06,-9.999994134979318E-07
2237,839,3,-1.758765390527,-1.0000001779975065E-06,-9.999994134979318E-07
2269,851,3,-3.714049922404,-1.000000177775462E-06,-9.999994134979318E-07
2381,893,3,-2.736407656466,-1.000000177775462E-06,-9.999994134979318E-07
2413,905,3,-3.266093998953,-1.0000001782195511E-06,-9.999994134979318E-07
2461,923,3,-3.266093998953,-1.0000001782195511E-06,-9.999994134979318E-07
2557,959,3,1.628362855733,-1.0000001779975065E-06,-9.999994134979318E-07
2605,977,3,-0.781123124588,-1.0000001781085288E-06,-9.999994134979318E-07
2717,1019,3,-3.795780341441,-1.000000177775462E-06,-9.999994134979318E-07
2765,1037,3,1.174161407289,-1.0000001779975065E-06,-9.999994134979318E-07
2781,1043,3,1.174161407289,-1.0000001779975065E-06,-9.999994134979318E-07
2797,1049,3,-3.795780341441,-1.000000177775462E-06,-9.999994134979318E-07
2829,1061,3,1.174161407289,-1.0000001779975065E-06,-9.999994134979318E-07
2845,1067,3,-3.795780341441,-1.000000177775462E-06,-9.999994134979318E-07
2925,1097,3,2.151803673228,-1.000000177775462E-06,-9.999994134979318E-07
2973,1115,3,-1.310809467076,-1.0000001779975065E-06,-9.999994134979318E-07
3005,1127,3,2.151803673228,-1.000000177775462E-06,-9.999994134979318E-07
3021,1133,3,-3.795780341441,-1.000000177775462E-06,-9.999994134979318E-07
3053,1145,3,3.129445939167,-1.000000177775462E-06,-9.999994134979318E-07
3069,1151,3,-2.530520227627,-1.0000001782195511E-06,-9.999994134979318E-07
3101,1163,3,3.129445939167,-1.000000177775462E-06,-9.999994134979318E-07
3165,1187,3,-2.818138075502,-1.000000177775462E-06,-9.999994134979318E-07
3197,1199,3,-3.347824417989,-1.0000001782195511E-06,-9.999994134979318E-07
3229,1211,3,-1.552877961688,-1.0000001779975065E-06,-9.999994134979318E-07
3357,1259,3,-2.370182152051,-1.0000001782195511E-06,-9.999994134979318E-07
3437,1289,3,2.599759596679,-1.0000001782195511E-06,-9.999994134979318E-07
3517,1319,3,2.599759596679,-1.0000001782195511E-06,-9.999994134979318E-07
3661,1373,3,1.092430988253,-1.0000001779975065E-06,-9.999994134979318E-07
3677,1379,3,1.092430988253,-1.0000001779975065E-06,-9.999994134979318E-07
3693,1385,3,-3.877510760477,-1.000000177775462E-06,-9.999994134979318E-07
3741,1403,3,1.092430988253,-1.0000001779975065E-06,-9.999994134979318E-07
3757,1409,3,-2.370182152051,-1.0000001782195511E-06,-9.999994134979318E-07
3837,1439,3,1.016946094209,-1.0000001779975065E-06,-9.999994134979318E-07
3869,1451,3,2.070073254192,-1.0000001782195511E-06,-9.999994134979318E-07
3901,1463,3,2.070073254192,-1.0000001782195511E-06,-9.999994134979318E-07
3933,1475,3,2.070073254192,-1.0000001782195511E-06,-9.999994134979318E-07
3965,1487,3,-1.392539886112,-1.0000001779975065E-06,-9.999994134979318E-07
4029,1511,3,-0.127279772298,-1.0000001781085288E-06,-9.999994134979318E-07
4253,1595,3,-3.429554837026,-1.0000001782195511E-06,-9.999994134979318E-07
4333,1625,3,1.540386911704,-1.0000001779975065E-06,-9.999994134979318E-07
4349,1631,3,-2.04013771341,-1.0000001782195511E-06,-9.999994134979318E-07
4381,1643,3,-3.429554837026,-1.0000001782195511E-06,-9.999994134979318E-07
4429,1661,3,1.540386911704,-1.0000001779975065E-06,-9.999994134979318E-07
4477,1679,3,-2.451912571087,-1.0000001782195511E-06,-9.999994134979318E-07
4509,1691,3,1.540386911704,-1.0000001779975065E-06,-9.999994134979318E-07
4605,1727,3,-3.141936989151,-1.000000177775462E-06,-9.999994134979318E-07
4653,1745,3,2.518029177643,-1.0000001782195511E-06,-9.999994134979318E-07
4733,1775,3,-2.491216399357,-1.000000177775462E-06,-9.999994134979318E-07
4749,1781,3,-3.429554837026,-1.0000001782195511E-06,-9.999994134979318E-07
4845,1817,3,-2.164294723212,-1.000000177775462E-06,-9.999994134979318E-07
4861,1823,3,3.619828453384,-1.000000177775462E-06,-9.999994134979318E-07
4877,1829,3,1.010700569217,-1.0000001779975065E-06,-9.999994134979318E-07
4893,1835,3,1.010700569217,-1.0000001779975065E-06,-9.999994134979318E-07
4909,1841,3,1.010700569217,-1.0000001779975065E-06,-9.999994134979318E-07
4941,1853,3,1.010700569217,-1.0000001779975065E-06,-9.999994134979318E-07
4957,1859,3,1.010700569217,-1.0000001779975065E-06,-9.999994134979318E-07
4989,1871,3,1.010700569217,-1.0000001779975065E-06,-9.999994134979318E-07
5021,1883,3,-2.451912571087,-1.0000001782195511E-06,-9.999994134979318E-07
5037,1889,3,-2.981598913574,-1.000000177775462E-06,-9.999994134979318E-07
5101,1913,3,-1.186652457273,-1.0000001779975065E-06,-9.999994134979318E-07
5213,1955,3,-1.474270305148,-1.0000001779975065E-06,-9.999994134979318E-07
5245,1967,3,-1.474270305148,-1.0000001779975065E-06,-9.999994134979318E-07
5373,2015,3,-1.513574133418,-1.0000001779975065E-06,-9.999994134979318E-07
5405,2027,3,2.965985101094,-1.000000177775462E-06,-9.999994134979318E-07
5741,2153,3,-1.716338799761,-1.0000001779975065E-06,-9.999994134979318E-07
5757,2159,3,0.405529332685,-1.0000001781085288E-06,-9.999994134979318E-07
5917,2219,3,-2.003956647636,-1.000000177775462E-06,-9.999994134979318E-07
5949,2231,3,-2.003956647636,-1.000000177775462E-06,-9.999994134979318E-07
5965,2237,3,-2.533642990123,-1.0000001782195511E-06,-9.999994134979318E-07
6045,2267,3,-0.738696533822,-1.0000001781085288E-06,-9.999994134979318E-07
6109,2291,3,2.436298758607,-1.0000001782195511E-06,-9.999994134979318E-07
6141,2303,3,3.619828453384,-1.000000177775462E-06,-9.999994134979318E-07
6173,2315,3,-1.026314381697,-1.0000001779975065E-06,-9.999994134979318E-07
6205,2327,3,2.436298758607,-1.0000001782195511E-06,-9.999994134979318E-07
6253,2345,3,-3.305397827223,-1.000000177775462E-06,-9.999994134979318E-07
6349,2381,3,-3.511285256062,-1.0000001782195511E-06,-9.999994134979318E-07
6365,2387,3,-1.065618209967,-1.0000001779975065E-06,-9.999994134979318E-07
6397,2399,3,-3.714049922404,-1.000000177775462E-06,-9.999994134979318E-07
6461,2423,3,-2.246025142248,-1.000000177775462E-06,-9.999994134979318E-07
6525,2447,3,-2.651554474933,-1.000000177775462E-06,-9.999994134979318E-07
6557,2459,3,-2.939172322808,-1.0000001782195511E-06,-9.999994134979318E-07
6717,2519,3,-3.063329332611,-1.000000177775462E-06,-9.999994134979318E-07
6781,2543,3,-1.186652457273,-1.0000001779975065E-06,-9.999994134979318E-07
6941,2603,3,-1.556000724184,-1.0000001782195511E-06,-9.999994134979318E-07
7037,2639,3,-3.835084169711,-1.0000001782195511E-06,-9.999994134979318E-07
7053,2645,3,-0.578358458246,-1.0000001781085288E-06,-9.999994134979318E-07
7101,2663,3,-3.102633160881,-1.0000001782195511E-06,-9.999994134979318E-07
7229,2711,3,-0.578358458246,-1.0000001781085288E-06,-9.999994134979318E-07
7293,2735,3,3.00841169186,-1.0000001782195511E-06,-9.999994134979318E-07
7357,2759,3,2.884254682058,-1.000000177775462E-06,-9.999994134979318E-07
7421,2783,3,-2.491216399357,-1.000000177775462E-06,-9.999994134979318E-07
7517,2819,3,-3.063329332611,-1.000000177775462E-06,-9.999994134979318E-07
7533,2825,3,-3.063329332611,-1.000000177775462E-06,-9.999994134979318E-07
7789,2921,3,-3.593015675098,-1.0000001782195511E-06,-9.999994134979318E-07
7821,2933,3,-2.085687066672,-1.000000177775462E-06,-9.999994134979318E-07
7837,2939,3,3.292906777239,-1.000000177775462E-06,-9.999994134979318E-07
7853,2945,3,-3.593015675098,-1.0000001782195511E-06,-9.999994134979318E-07
7869,2951,3,-2.085687066672,-1.000000177775462E-06,-9.999994134979318E-07
7933,2975,3,2.844950853788,-1.0000001782195511E-06,-9.999994134979318E-07
7949,2981,3,-2.615373409159,-1.0000001782195511E-06,-9.999994134979318E-07
8061,3023,3,-2.124990894942,-1.0000001782195511E-06,-9.999994134979318E-07
8077,3029,3,-1.108044800733,-1.0000001779975065E-06,-9.999994134979318E-07
8173,3065,3,-3.102633160881,-1.0000001782195511E-06,-9.999994134979318E-07
8189,3071,3,-0.738696533822,-1.0000001781085288E-06,-9.999994134979318E-07
1293,485,3,-0.087975944028,-1.000000178094651E-06,-9.99999413484054E-07
6285,2357,3,-0.048672115758,-1.000000178094651E-06,-9.99999413484054E-07
6317,2369,3,-0.048672115758,-1.000000178094651E-06,-9.99999413484054E-07
621,233,3,-0.372471029407,-1.0000001780530177E-06,-9.999994134424206E-07
2685,1007,3,0.484136989225,-1.0000001780530177E-06,-9.999994134424206E-07
3181,1193,3,-0.372471029407,-1.0000001780530177E-06,-9.999994134424206E-07
5517,2069,3,0.481014226729,-1.0000001780530177E-06,-9.999994134424206E-07
5533,2075,3,0.11791148481,-1.0000001780530177E-06,-9.999994134424206E-07
5581,2093,3,0.481014226729,-1.0000001780530177E-06,-9.999994134424206E-07
5613,2105,3,0.481014226729,-1.0000001780530177E-06,-9.999994134424206E-07
5677,2129,3,0.481014226729,-1.0000001780530177E-06,-9.999994134424206E-07
7277,2729,3,-0.209010191335,-1.0000001780530177E-06,-9.999994134424206E-07
733,275,3,0.075484894044,-1.000000178025262E-06,-9.99999413414665E-07
365,137,3,0.768632074604,-1.0000001779975065E-06,-9.999994133869095E-07
2349,881,3,0.726205483838,-1.0000001779975065E-06,-9.999994133869095E-07
2397,899,3,0.726205483838,-1.0000001779975065E-06,-9.999994133869095E-07
7309,2741,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7341,2753,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7373,2765,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7405,2777,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7437,2789,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7485,2807,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7613,2855,3,0.399283807693,-1.0000001779975065E-06,-9.999994133869095E-07
7661,2873,3,0.768632074604,-1.0000001779975065E-06,-9.999994133869095E-07
413,155,3,0.238945732117,-1.000000177969751E-06,-9.999994133591539E-07
381,143,3,1.746274340543,-1.000000177775462E-06,-9.999994132758872E-07
1165,437,3,1.419352664398,-1.000000177775462E-06,-9.999994132758872E-07
1197,449,3,1.419352664398,-1.000000177775462E-06,-9.999994132758872E-07
1373,515,3,1.867308587849,-1.000000177775462E-06,-9.999994132758872E-07
1389,521,3,1.867308587849,-1.000000177775462E-06,-9.999994132758872E-07
1549,581,3,1.337622245362,-1.000000177775462E-06,-9.999994132758872E-07
1565,587,3,1.337622245362,-1.000000177775462E-06,-9.999994132758872E-07
1597,599,3,1.337622245362,-1.000000177775462E-06,-9.999994132758872E-07
1837,689,3,1.785578168813,-1.000000177775462E-06,-9.999994132758872E-07
1853,695,3,1.785578168813,-1.000000177775462E-06,-9.999994132758872E-07
1885,707,3,1.785578168813,-1.000000177775462E-06,-9.999994132758872E-07
2477,929,3,1.703847749777,-1.000000177775462E-06,-9.999994132758872E-07
2493,935,3,1.703847749777,-1.000000177775462E-06,-9.999994132758872E-07
2509,941,3,1.703847749777,-1.000000177775462E-06,-9.999994132758872E-07
5805,2177,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
5821,2183,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
5853,2195,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
5869,2201,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
5901,2213,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
5933,2225,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
6013,2255,3,1.458656492668,-1.000000177775462E-06,-9.999994132758872E-07
6829,2561,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
6845,2567,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
6877,2579,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
6925,2597,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
6989,2621,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
7069,2651,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
7117,2669,3,1.906612416119,-1.000000177775462E-06,-9.999994132758872E-07
7725,2897,3,1.376926073632,-1.000000177775462E-06,-9.999994132758872E-07
7741,2903,3,1.376926073632,-1.000000177775462E-06,-9.999994132758872E-07
7917,2969,3,1.376926073632,-1.000000177775462E-06,-9.999994132758872E-07
8013,3005,3,1.376926073632,-1.000000177775462E-06,-9.999994132758872E-07
605,227,3,-5.790368701588,-1.000000177775462E-06,-9.999994130538425E-07
717,269,3,-4.894456854686,-1.000000177775462E-06,-9.999994130538425E-07
1069,401,3,-5.953829539661,-1.000000177775462E-06,-9.999994130538425E-07
1229,461,3,-5.057917692758,-1.000000177775462E-06,-9.999994130538425E-07
1261,473,3,-5.057917692758,-1.000000177775462E-06,-9.999994130538425E-07
1325,497,3,-6.035559958697,-1.000000177775462E-06,-9.999994130538425E-07
1629,611,3,-5.139648111794,-1.000000177775462E-06,-9.999994130538425E-07
1677,629,3,-5.139648111794,-1.000000177775462E-06,-9.999994130538425E-07
1725,647,3,-5.139648111794,-1.000000177775462E-06,-9.999994130538425E-07
1741,653,3,-6.117290377733,-1.000000177775462E-06,-9.999994130538425E-07
1821,683,3,-5.139648111794,-1.000000177775462E-06,-9.999994130538425E-07
1901,713,3,-6.117290377733,-1.000000177775462E-06,-9.999994130538425E-07
2189,821,3,-6.199020796769,-1.000000177775462E-06,-9.999994130538425E-07
2205,827,3,-5.221378530831,-1.000000177775462E-06,-9.999994130538425E-07
2221,833,3,-6.199020796769,-1.000000177775462E-06,-9.999994130538425E-07
2253,845,3,-5.221378530831,-1.000000177775462E-06,-9.999994130538425E-07
2285,857,3,-6.199020796769,-1.000000177775462E-06,-9.999994130538425E-07
2301,863,3,-5.221378530831,-1.000000177775462E-06,-9.999994130538425E-07
2317,869,3,-6.199020796769,-1.000000177775462E-06,-9.999994130538425E-07
2333,875,3,-6.199020796769,-1.000000177775462E-06,-9.999994130538425E-07
2429,911,3,-5.221378530831,-1.000000177775462E-06,-9.999994130538425E-07
2541,953,3,-6.199020796769,-1.000000177775462E-06,-9.999994130538425E-07
2813,1055,3,8.020780031356,-1.0000001786636403E-06,-9.999994130538425E-07
2893,1085,3,-5.303108949867,-1.000000177775462E-06,-9.999994130538425E-07
2909,1091,3,-5.303108949867,-1.000000177775462E-06,-9.999994130538425E-07
2941,1103,3,-5.303108949867,-1.000000177775462E-06,-9.999994130538425E-07
2957,1109,3,-7.258393481744,-1.000000177775462E-06,-9.999994130538425E-07
2989,1121,3,-5.303108949867,-1.000000177775462E-06,-9.999994130538425E-07
3213,1205,3,-7.258393481744,-1.000000177775462E-06,-9.999994130538425E-07
3485,1307,3,5.82030424237,-1.000000177775462E-06,-9.999994130538425E-07
3565,1337,3,-5.303108949867,-1.000000177775462E-06,-9.999994130538425E-07
3725,1397,3,-6.362481634842,-1.000000177775462E-06,-9.999994130538425E-07
3773,1415,3,-6.362481634842,-1.000000177775462E-06,-9.999994130538425E-07
3789,1421,3,-6.362481634842,-1.000000177775462E-06,-9.999994130538425E-07
3853,1445,3,-5.384839368903,-1.000000177775462E-06,-9.999994130538425E-07
3885,1457,3,-6.362481634842,-1.000000177775462E-06,-9.999994130538425E-07
3917,1469,3,-5.384839368903,-1.000000177775462E-06,-9.999994130538425E-07
3949,1481,3,-6.362481634842,-1.000000177775462E-06,-9.999994130538425E-07
3997,1499,3,-5.384839368903,-1.000000177775462E-06,-9.999994130538425E-07
